product_id,name,category_id,brand,price,stock_quantity
914,Persevering static moratorium,8,Cox-Alexander,406.7,538
915,Face-to-face full-range service-desk,9,Rivera-Bowers,269.5,18
916,Advanced optimizing secured line,12,Wilson LLC,101.96,476
917,Jeans,2,H&M,364.54,107
918,Customizable client-server policy,6,Russell-Smith,169.63,846
919,Open-architected upward-trending budgetary management,11,Wilson Ltd,313.88,560
920,Polarized eco-centric encryption,11,"Zamora, Carter and Graham",312.95,425
921,Laptop,14,Sony,459.77,258
922,Persistent clear-thinking circuit,26,Mooney-Schmidt,422.83,106
923,Customizable transitional collaboration,13,"Wright, Rodriguez and Stone",412.95,502
924,Inverse local access,24,Miranda Group,119.16,716
925,Jacket,21,Adidas,296.72,758
926,Pre-emptive interactive help-desk,23,"Baker, Thompson and Powers",410.91,90
927,Smartphone Ultra,14,Samsung,89.19,745
928,Face-to-face optimal hub,11,Carroll and Sons,489.64,731
929,Progressive secondary data-warehouse,11,Singleton Ltd,66.36,200
930,Fundamental asynchronous focus group,7,Bonilla-Martin,162.75,74
931,Upgradable exuding contingency,26,"Ferguson, Lee and Ramirez",214.3,578
932,Polarized motivating pricing structure,23,Peterson Group,209.27,127
933,Optional scalable structure,18,"Hood, Baker and Kennedy",57.51,850
934,Fully-configurable systematic data-warehouse,11,Lambert Inc,92.28,833
935,De-engineered optimizing intranet,16,Clark-White,10.96,846
936,Innovative 6thgeneration middleware,27,Moore-Green,340.86,509
937,Multi-layered mobile projection,25,"Lopez, Jackson and Jones",150.83,463
938,Smartphone,1,Samsung,83.95,931
939,Dress,20,Adidas,148.19,492
940,Reverse-engineered coherent challenge,13,Patterson-Leonard,184.94,266
941,Jacket,21,H&M,364.51,192
942,Laptop Ultra,14,Sony,477.58,582
943,Fundamental regional challenge,12,Macias-Nelson,207.86,489
944,Jacket,2,H&M,224.46,6
945,Synchronized encompassing Local Area Network,16,Williamson-Wise,307.15,430
946,Exclusive client-driven archive,19,Briggs-Gray,159.25,610
947,Pre-emptive tangible structure,22,"Jordan, Levine and Burke",279.96,969
948,Down-sized 3rdgeneration budgetary management,13,Flores-Blankenship,296.23,901
949,Fully-configurable zero-defect model,17,Young LLC,461.85,748
950,Diverse fault-tolerant flexibility,10,"Thomas, Lamb and Gallagher",242.13,42
951,Jacket,21,Adidas,172.56,912
952,Mandatory actuating analyzer,7,Lee-Villegas,382.77,640
953,Compatible didactic intranet,26,"Graham, Christensen and Cook",98.05,620
954,Reactive intermediate core,24,Smith Ltd,80.64,567
955,Headphones Pro,14,Sony,263.6,562
956,Smartphone Pro,14,LG,21.93,916
957,T-Shirt,20,H&M,244.52,816
958,Multi-layered radical emulation,25,Logan-Underwood,372.66,727
959,Jeans,20,Nike,415.0,323
960,Mandatory grid-enabled time-frame,10,Martin-Owens,498.02,479
961,Dress,21,Adidas,366.29,486
962,Enterprise-wide modular portal,9,Benitez Group,77.37,439
963,Dress,21,Levi's,386.03,576
964,Fundamental background installation,27,Miller Ltd,403.0,128
965,Digitized asynchronous attitude,4,Torres PLC,136.56,235
966,TV,1,Apple,88.49,328
967,Reactive methodical core,9,Cox-Watts,200.83,210
968,Multi-channeled eco-centric pricing structure,18,"Jones, Kim and Martin",375.39,341
969,Progressive 24hour forecast,17,Wade Inc,405.92,587
970,Distributed mobile emulation,16,Davidson-Davis,497.58,761
971,Sharable logistical open system,3,Thompson-Salinas,444.59,872
972,Exclusive asymmetric architecture,17,Townsend Inc,439.23,936
973,Profound object-oriented collaboration,4,Evans-Perry,130.38,658
974,Seamless executive alliance,3,Poole PLC,140.28,125
975,Implemented analyzing standardization,16,Gardner-Washington,363.83,720
976,Universal systemic encryption,23,Walters-Nicholson,110.67,468
977,T-Shirt,20,Adidas,273.01,616
978,Compatible 24/7 collaboration,25,Johnson Inc,485.25,546
979,Secured interactive solution,25,"Pena, Bennett and Rodriguez",334.44,502
980,Virtual multi-state product,19,"Parker, Hudson and Carroll",318.88,182
981,Seamless neutral migration,27,"Hurley, Price and Martin",146.02,855
982,Multi-tiered bandwidth-monitored parallelism,28,"Carrillo, Fuller and Fleming",394.9,898
983,Triple-buffered exuding open system,7,"Cameron, Black and Andrews",181.26,129
984,Assimilated modular function,12,"Goodman, Collins and Weaver",338.07,253
985,Innovative tertiary budgetary management,17,Brewer-Wilson,429.19,186
986,Function-based mission-critical open system,28,"Cox, Martin and Brooks",185.83,242
987,Customer-focused next generation toolset,12,Gordon Inc,289.08,286
988,Balanced well-modulated access,10,Robertson-Cunningham,7.4,523
989,Seamless system-worthy customer loyalty,10,Mathis-Tate,249.1,321
990,Smartphone,14,Apple,443.15,945
991,Horizontal modular moderator,11,Smith Group,329.05,786
992,Front-line tertiary structure,7,"Farley, Hicks and Mason",148.81,49
993,Laptop Max,14,Samsung,183.04,951
994,TV,14,LG,321.5,645
995,Headphones,1,Samsung,407.6,803
996,Synchronized 24hour approach,28,"Travis, Rice and Bush",178.71,962
997,Compatible 3rdgeneration methodology,4,"Gibson, Byrd and Murray",128.43,361
998,Persevering secondary conglomeration,19,"Johnson, Graham and Ross",87.62,981
999,Dress,20,Nike,202.31,629
1000,Customizable static project,25,Harrington and Sons,479.35,211
1001,Jeans,20,H&M,307.86,850
1002,Open-source explicit concept,12,Bates and Sons,25.02,647
1003,Profit-focused well-modulated analyzer,28,Holder Ltd,141.96,378
1004,Configurable contextually-based orchestration,13,Wells-Robinson,114.92,262
1005,Organized object-oriented ability,22,"Welch, Lowe and Garza",301.02,2
1006,Synergized analyzing Graphic Interface,16,"Rodriguez, Bean and Long",112.62,807
1007,TV Max,1,LG,239.54,568
1008,Persistent responsive focus group,11,"Parker, Potter and Kelly",259.58,30
1009,Jacket,20,Adidas,211.31,882
1010,Robust zero administration methodology,4,"Ortega, Williams and Garner",419.39,257
1011,Managed fault-tolerant orchestration,6,Taylor Ltd,272.16,304
1012,Synchronized local intranet,22,"Lang, Brown and Rodriguez",254.73,12
1013,Robust directional concept,18,"Mora, Cox and Williams",258.61,747
1014,Jeans,21,Nike,444.2,990
1015,Jacket,2,Levi's,311.81,696
1016,Sharable scalable architecture,8,Clark Ltd,240.48,1000
1017,Face-to-face attitude-oriented infrastructure,7,Nguyen-King,390.19,626
1018,Universal discrete approach,4,Donaldson-Heath,42.97,189
1019,Implemented exuding service-desk,3,Richardson-Evans,417.0,578
1020,Upgradable zero tolerance alliance,9,"Nash, Kane and Olson",438.35,183
1021,Exclusive zero tolerance challenge,12,"Gibson, Clark and Williams",217.46,702
1022,Upgradable asymmetric superstructure,7,Coleman Group,452.94,63
1023,Grass-roots attitude-oriented software,19,Bird-Huang,150.99,7
1024,Phased contextually-based projection,22,"Rhodes, Ferrell and Morris",447.44,267
1025,Switchable fault-tolerant function,24,Miller Ltd,280.84,962
1026,Automated leadingedge migration,25,Rodriguez PLC,242.89,417
1027,Persistent transitional task-force,7,"George, Patterson and Mccormick",48.38,414
1028,Dress,2,Adidas,63.27,629
1029,TV Max,1,Apple,256.36,868
1030,Team-oriented context-sensitive extranet,18,Patton-Bender,37.79,326
1031,Visionary coherent implementation,27,Harding PLC,164.75,536
1032,Persevering object-oriented definition,16,"Berg, Garcia and Johnson",361.18,526
1033,Distributed explicit portal,27,Smith-Walters,413.94,570
1034,Phased local contingency,4,"Browning, Martin and Hayes",297.39,720
1035,Operative background definition,16,Brown Group,40.04,632
1036,Smartphone Ultra,1,LG,122.08,803
1037,Re-engineered secondary pricing structure,7,Nguyen LLC,376.74,113
1038,Focused solution-oriented time-frame,12,Preston LLC,483.19,447
1039,Headphones Pro,1,Samsung,363.45,17
1040,Universal explicit workforce,11,Hatfield Ltd,401.12,510
1041,Organic full-range archive,8,"Wolfe, Johnson and Smith",235.53,60
1042,Extended client-server algorithm,5,"Knight, Cooper and Frank",421.33,29
1043,Devolved homogeneous open system,18,Miranda PLC,442.09,635
1044,Laptop Max,14,LG,392.52,809
1045,Re-contextualized asymmetric data-warehouse,22,Brown-Cobb,118.13,872
1046,Face-to-face cohesive structure,18,"Le, Cherry and Bradford",51.27,818
1047,Intuitive fault-tolerant project,25,Carpenter Group,135.29,522
1048,Jeans,15,Adidas,6.06,92
1049,Inverse optimizing time-frame,26,"Reynolds, Mclaughlin and Phillips",311.74,959
1050,Re-engineered responsive toolset,27,"Hernandez, Frazier and Sims",426.88,288
1051,Total content-based migration,6,"Flores, Harris and Allen",496.31,384
1052,Headphones Max,1,Samsung,132.23,250
1053,Object-based client-driven budgetary management,10,Ramos-Taylor,175.76,20
1054,Horizontal full-range implementation,9,"Simpson, Snow and Tanner",483.32,864
1055,Integrated contextually-based functionalities,24,Young Inc,216.18,925
1056,Jeans,2,Adidas,223.61,621
1057,Jeans,21,Adidas,35.63,451
1058,Open-source web-enabled solution,10,Walker Inc,325.34,150
1059,Extended client-server focus group,5,"Grant, Peck and Kennedy",283.45,817
1060,Cloned client-server knowledgebase,6,"Black, Mcdaniel and Cooley",34.42,638
1061,Ameliorated exuding strategy,23,Joseph and Sons,27.97,482
1062,Front-line intermediate Internet solution,12,Choi Inc,449.68,163
1063,Synergistic explicit open architecture,11,"Kennedy, Noble and Garcia",117.22,734
1064,T-Shirt,21,H&M,153.32,405
1065,Smartphone Max,14,LG,253.47,973
1066,Inverse intangible website,3,"Thompson, Chapman and Shaffer",86.61,27
1067,User-friendly stable encryption,27,Salazar LLC,39.34,922
1068,Polarized global product,19,"Rogers, Hale and Bowen",142.03,940
1069,Profit-focused methodical open system,17,"Johnson, Bowman and Anderson",363.08,884
1070,Front-line 5thgeneration matrices,19,"Dominguez, Johnson and Watkins",149.63,439
1071,Multi-channeled fresh-thinking application,8,Cannon-Carroll,142.05,299
1072,Reactive discrete access,26,Rocha-Thompson,387.74,998
1073,Reactive multi-tasking help-desk,7,Marquez PLC,344.32,282
1074,Triple-buffered 3rdgeneration process improvement,18,Payne Group,213.18,110
1075,Quality-focused exuding hub,17,White-Ayala,38.53,686
1076,Inverse neutral challenge,9,Garcia Inc,410.96,823
1077,T-Shirt,21,H&M,328.43,783
1078,Versatile mission-critical matrix,8,Thompson-Stevenson,59.89,179
1079,Dress,20,Nike,97.08,221
1080,Jeans,21,Levi's,70.89,750
1081,Persevering multimedia core,12,Cline-Lewis,159.29,709
1082,Organized directional framework,5,"Chung, Jenkins and Roy",413.91,231
1083,Headphones,1,Sony,210.26,799
1084,Multi-channeled fresh-thinking hub,28,Cross-Rasmussen,159.76,402
1085,Synchronized bifurcated migration,8,"Bailey, Odonnell and Maxwell",335.35,765
1086,T-Shirt,21,Adidas,314.61,818
1087,Jeans,15,H&M,197.2,877
1088,Laptop Pro,14,Apple,446.46,987
1089,Streamlined multimedia support,16,Roberts-Ponce,45.02,569
1090,Robust analyzing synergy,23,Smith-Kelly,468.75,707
1091,Dress,21,Adidas,28.28,667
1092,Progressive high-level challenge,16,Lee Inc,188.74,348
1093,Business-focused full-range capacity,19,"Rodriguez, Campbell and Branch",53.8,163
1094,Sharable 4thgeneration pricing structure,19,Maynard and Sons,115.84,47
1095,Fundamental eco-centric capability,5,"Nelson, Cooper and Taylor",401.15,299
1096,Face-to-face fault-tolerant analyzer,19,Chapman-Peterson,426.18,600
